title,total headline views,total page views,author,CTR
"<a href=""https://www.spectator.co.uk/article/a-podcast-that-listens-to-what-anti-vaxxers-think-rather-than-lecturing-them"">A podcast that listens to what anti-vaxxers think rather than lecturing them</a>",9,1,Jessa Crispin,11.11111111111111
"<a href=""https://www.spectator.co.uk/article/letters-in-defence-of-organic-food"">Letters: In defence of organic food</a>",5,1,The Spectator,20.0
"<a href=""https://www.spectator.co.uk/article/how-the-negroni-became-the-modern-gentleman-s-choice-tipple"">How the negroni became the modern gentleman's tipple</a>",2,1,Simon de Burton,50.0
"<a href=""https://www.spectator.co.uk/article/to-appreciate-finnegans-wake-you-must-hear-its-sounds-and-rhythms"">To appreciate Finnegans Wake you must hear its sounds and rhythms</a>",11,1,Rachel Redford,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/why-is-the-eu-copying-china-s-belt-and-road-initiative-"">Why is the EU copying China’s Belt and Road initiative?</a>",2,1,Dalibor Rohac,50.0
"<a href=""https://www.spectator.co.uk/article/the-return-of-english-patriotism"">The return of English patriotism</a>",2,1,Flora Watkins,50.0
"<a href=""https://www.spectator.co.uk/article/why-nhs-workers-shouldn-t-get-a-pay-rise"">Why NHS workers shouldn't get a pay rise</a>",8,1,Mary Dejevsky,12.5
"<a href=""https://www.spectator.co.uk/article/the-trump-nightmare-isnt-over"">The Trump nightmare isn’t over</a>",2,1,Andrew Sullivan,50.0
"<a href=""https://www.spectator.co.uk/article/the-least-familiar-stretches-of-nile-prove-the-most-interesting"">The least familiar stretches of Nile prove the most interesting</a>",4,1,Hugh Thomson,25.0
"<a href=""https://www.spectator.co.uk/article/a-shakespeare-play-at-the-globe-whose-best-features-have-nothing-to-do-with-shakespeare"">A Shakespeare play at the Globe whose best features have nothing to do with Shakespeare</a>",3,1,Lloyd Evans,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/crypto-is-a-virtual-vegas-whose-towers-must-fall"">Crypto is a virtual Vegas whose towers must fall</a>",1,1,Martin Vander Weyer,100.0
"<a href=""https://www.spectator.co.uk/article/heres-a-clue-we-should-all-be-doing-cryptic-crosswords"">Here’s a clue: we should all be doing cryptic crosswords</a>",1,1,Rory Sutherland,100.0
"<a href=""https://www.spectator.co.uk/article/my-failed-attempts-to-be-a-good-samaritan"">My failed attempts to be a good Samaritan</a>",1,1,Cosmo Landesman,100.0
"<a href=""https://www.spectator.co.uk/article/is-boris-johnson-planning-to-demote-rishi-sunak-"">Is Boris Johnson planning to demote Rishi Sunak?</a>",4,1,Katy Balls,25.0
"<a href=""https://www.spectator.co.uk/article/an-elegy-on-yachting"">An elegy on yachting</a>",8,1,Taki,12.5
"<a href=""https://www.spectator.co.uk/article/the-2020s-will-be-boring-not-roaring"">The 2020s will be boring, not roaring</a>",2,1,Douglas Murray,50.0
"<a href=""https://www.spectator.co.uk/article/the-terrifying-failing-that-followed-the-manchester-arena-attack"">Why were the emergency services so slow responding to the Manchester bombing?</a>",1,1,Duncan Gardham,100.0
"<a href=""https://www.spectator.co.uk/article/has-david-cameron-any-shame-"">Has David Cameron any shame?</a>",14,1,James Kirkup,7.142857142857142
"<a href=""https://www.spectator.co.uk/article/cult-of-mao-will-the-olympics-punish-china-"">Cult of Mao: Will the Olympics punish China?</a>",3,1,Charles Parton,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/don-t-pick-a-fight-with-the-snp"">Don’t pick a fight with the SNP</a>",5,1,James Forsyth,20.0
"<a href=""https://www.spectator.co.uk/article/even-psychiatrists-don-t-know-how-the-drugs-they-prescribe-work"">Even psychiatrists don’t know how the drugs they prescribe work</a>",2,1,Isabel Hardman,50.0
"<a href=""https://www.spectator.co.uk/article/what-a-le-pen-win-would-mean-for-brussels"">What a Le Pen win would mean for Brussels</a>",2,1,John Keiger,50.0
"<a href=""https://www.spectator.co.uk/article/what-did-the-romans-ever-do-for-us-"">What did the Romans ever do for us?</a>",5,1,Rod Liddle,20.0
"<a href=""https://www.spectator.co.uk/article/experiences-of-eton-and-the-success-it-rewards"">Experiences of Eton — and the success it rewards</a>",3,1,Daniel Hahn,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/a-volte-face-over-what-caused-the-pandemic-needs-explaining"">A volte face over what caused the pandemic needs explaining</a>",14,1,Matt Ridley,7.142857142857142
"<a href=""https://www.spectator.co.uk/article/older-voters-are-killing-british-democracy"">It's no surprise younger voters are losing faith in democracy</a>",1,1,Sam Ashworth-Hayes,100.0
"<a href=""https://www.spectator.co.uk/article/dear-mary-has-lockdown-de-civilised-my-husband"">Dear Mary: Has lockdown de-civilised my husband?</a>",1,1,Mary Killen,100.0
"<a href=""https://www.spectator.co.uk/article/the-joys-of-uninhabitable-islands"">The joys of uninhabitable islands</a>",4,1,Taki,25.0
"<a href=""https://www.spectator.co.uk/article/the-increasing-cruelty-of-the-north-korean-regime"">The increasing cruelty of the North Korean regime</a>",3,1,Edward Howell,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/what-ordinary-motorists-can-learn-from-the-formula-e-catastrophe-"">What the Formula E 'catastrophe' teaches us about electric cars</a>",1,1,Jonathan Miller,100.0
"<a href=""https://www.spectator.co.uk/article/in-praise-of-patmos"">In praise of Patmos</a>",2,1,Taki,50.0
"<a href=""https://www.spectator.co.uk/article/audiences-don-t-want-woke-comic-book-writer-mark-millar-interviewed"">Audiences don’t want woke: comic-book writer Mark Millar interviewed</a>",5,1,James Delingpole,20.0
"<a href=""https://www.spectator.co.uk/article/why-is-the-mild-west-afraid-to-promote-its-democratic-values"">Why is the mild West afraid to promote its democratic values?</a>",4,1,The Spectator,25.0
"<a href=""https://www.spectator.co.uk/article/lame-and-formulaic-black-widow-reviewed"">Lame and formulaic: Black Widow reviewed</a>",5,1,Deborah Ross,20.0
"<a href=""https://www.spectator.co.uk/article/pakistan-s-profane-blasphemy-laws"">Pakistan's profane blasphemy laws</a>",5,1,Kunwar Khuldune Shahid,20.0
"<a href=""https://www.spectator.co.uk/article/for-sale-five-homes-with-political-connections"">For sale: five homes with political connections</a>",3,1,Kate Youde,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/what-starmer-s-blair-bomb-means-for-labour"">What Starmer’s Blair bomb means for Labour</a>",3,1,Steven Fielding,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/this-play-is-wonder-bach-and-sons-at-the-bridge-theatre-reviewed"">This play is a wonder: Bach & Sons at the Bridge Theatre reviewed</a>",1,1,Lloyd Evans,100.0
"<a href=""https://www.spectator.co.uk/article/trans-offenders-are-skewing-crime-statistics"">Trans offenders are skewing crime statistics</a>",1,1,Debbie Hayton,100.0
"<a href=""https://www.spectator.co.uk/article/switch-over-to-eurosport-bbcs-olympic-coverage-reviewed"">Switch over to Eurosport: BBC's Olympic coverage reviewed</a>",15,1,James Delingpole,6.666666666666667
"<a href=""https://www.spectator.co.uk/article/the-hounding-of-rosie-duffield"">The hounding of Rosie Duffield</a>",3,1,Debbie Hayton,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/triumph-of-the-taleban-the-unfolding-disaster-in-afghanistan"">Triumph of the Taleban: the unfolding disaster in Afghanistan</a>",3,1,Paul Wood,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/letters-the-clock-is-ticking-in-afghanistan"">Letters: The clock is ticking in Afghanistan</a>",13,1,The Spectator,7.6923076923076925
"<a href=""https://www.spectator.co.uk/article/in-america-politics-has-become-a-form-of-religion"">In America, politics has become a form of religion</a>",1,1,Andrew Sullivan,100.0
"<a href=""https://www.spectator.co.uk/article/what-really-went-on-at-britain-s-bikini-Atoll"">What really went on at Britain's Bikini Atoll?</a>",6,1,Stuart Jeffries,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/a-beginner-s-guide-to-investing-for-a-house-deposit"">How to invest your way to a house deposit</a>",2,1,Iona Bain,50.0
"<a href=""https://www.spectator.co.uk/article/jess-phillips-and-the-assault-on-biology"">Jess Phillips and the assault on biology</a>",2,1,Debbie Hayton,50.0
"<a href=""https://www.spectator.co.uk/article/david-keenan-literary-disruptor-in-chief"">David Keenan, literary disruptor in chief</a>",35,1,Andy Miller,2.857142857142857
"<a href=""https://www.spectator.co.uk/article/is-jed-mercurio-bored-with-line-of-duty-"">Is Jed Mercurio bored with Line of Duty?</a>",1,1,James Walton,100.0
"<a href=""https://www.spectator.co.uk/article/gala-pie-a-dish-that-deserves-an-audience"">Gala pie: a dish that deserves an audience</a>",4,1,The Vintage Chef Olivia Potts,25.0
"<a href=""https://www.spectator.co.uk/article/a-medic-s-case-against-another-lockdown"">A medic's case against another lockdown</a>",3,1,Dr Matt Strauss,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/10-films-set-by-the-seaside"">10 films set by the seaside</a>",15,1,Stephen Arnell,6.666666666666667
"<a href=""https://www.spectator.co.uk/article/why-stonehenge-doesn-t-have-to-go-the-same-way-as-liverpool"">Why Stonehenge doesn’t have to go the same way as Liverpool</a>",1,1,John Darlington,100.0
"<a href=""https://www.spectator.co.uk/article/the-sorry-state-of-the-modern-apology"">The sorry state of the modern apology</a>",12,1,Rod Liddle,8.333333333333332
"<a href=""https://www.spectator.co.uk/article/a-death-foretold-the-last-days-of-gabriel-garc-a-m-rquez"">A death foretold: the last days of Gabriel García Márquez</a>",2,1,Daniel Rey,50.0
"<a href=""https://www.spectator.co.uk/article/the-vaccination-campaign-is-making-the-same-mistakes-as-remain"">The vaccination campaign is making the same mistakes as Remain</a>",10,1,Wolfgang Münchau,10.0
"<a href=""https://www.spectator.co.uk/article/intelligence-insulting-schlock-sky-atlantic-s-your-honor-reviewed"">Intelligence-insulting schlock: Sky Atlantic's Your Honor reviewed</a>",3,1,James Delingpole,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/dear-mary-what-is-the-etiquette-of-greeting-a-friend-who-is-engaged-in-a-ceremonial-display"">Dear Mary: What is the etiquette of greeting a friend who is engaged in a ceremonial display?</a>",1,1,Mary Killen,100.0
"<a href=""https://www.spectator.co.uk/article/no-boris-didn-t-snub-sturgeon"">No, Boris didn't 'snub' Sturgeon</a>",20,1,Henry Hill,5.0
"<a href=""https://www.spectator.co.uk/article/laurel-hubbard-and-the-problem-with-the-trans-women-are-women-mantra"">Is it fair for Laurel Hubbard to compete against women?</a>",2,1,James Kirkup,50.0
"<a href=""https://www.spectator.co.uk/article/should-henry-morton-stanley-s-statue-be-pulled-down-"">Should Henry Morton Stanley's statue be pulled down?</a>",2,1,Marcus Rutherford,50.0
"<a href=""https://www.spectator.co.uk/article/why-russia-s-olympic-punishment-backfired"">Why Russia’s Olympic punishment backfired</a>",2,1,Mark Galeotti,50.0
"<a href=""https://www.spectator.co.uk/article/am-i-alone-in-not-wanting-to-download-the-covid-app"">Am I alone in not wanting to download the Covid app?</a>",73,1,Lionel Shriver,1.36986301369863
"<a href=""https://www.spectator.co.uk/article/the-short-unhappy-life-of-ivor-gurney-wounded-gassed-and-driven-insane"">The short, unhappy life of Ivor Gurney — wounded, gassed and driven insane</a>",3,1,Andrew Motion,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/the-roots-of-conflict-The-Island-of-Missing-Trees-by-Elif-Shafak-reviewed"">The roots of conflict: The Island of Missing Trees, by Elif Shafak, reviewed</a>",41,1,Susie Mesure,2.4390243902439024
"<a href=""https://www.spectator.co.uk/article/how-to-protect-yourself-against-the-risk-of-inflation"">How to protect your finances against inflation</a>",1,1,Iona Bain,100.0
"<a href=""https://www.spectator.co.uk/article/dreading-demobilisation-the-autumn-of-the-ace-by-louis-de-berni-res-reviewed"">Dreading demobilisation: The Autumn of the Ace, by Louis de Bernières, reviewed</a>",1,1,Alex Peake-Tomkinson,100.0
"<a href=""https://www.spectator.co.uk/article/calculated-risks"">Calculated risks</a>",2,1,Luke McShane,50.0
"<a href=""https://www.spectator.co.uk/article/when-sedition-was-rife-in-18th-century-london"">When sedition was rife in 18th-century London</a>",23,1,Marcus Nevitt,4.3478260869565215
"<a href=""https://www.spectator.co.uk/article/should-unesco-really-be-lecturing-us-on-our-heritage-"">Do we really need lectures from Unesco on our heritage?</a>",21,1,Andrew Tettenborn,4.761904761904762
"<a href=""https://www.spectator.co.uk/article/buy-a-boat-not-a-holiday-home"">Buy a boat, not a holiday home</a>",5,1,Alec Marsh,20.0
"<a href=""https://www.spectator.co.uk/article/why-is-the-eu-attending-the-butcher-of-tehran-s-inauguration-"">Why is the EU attending the butcher of Tehran’s inauguration?</a>",4,1,Steerpike,25.0
"<a href=""https://www.spectator.co.uk/article/vanilla-ice-a-no-bake-treat-made-for-the-heat"">Coconut ice: a no-bake treat made for the heat</a>",1,1,The Vintage Chef Olivia Potts,100.0
"<a href=""https://www.spectator.co.uk/article/secret-seaside-hotels-to-discover-this-summer"">Secret seaside hotels to discover this summer</a>",8,1,Lucy Kehoe,12.5
"<a href=""https://www.spectator.co.uk/article/what-was-the-point-of-the-war-in-afghanistan-"">What was the point of the war in Afghanistan?</a>",5,1,Daniel Rey,20.0
"<a href=""https://www.spectator.co.uk/article/what-the-demise-of-quilliam-teaches-us-about-britain-and-Islam"">What the demise of Quilliam teaches us about Britain and Islam</a>",1,1,Douglas Murray,100.0
"<a href=""https://www.spectator.co.uk/article/the-government-is-sending-the-high-street-to-an-early-grave"">The government is sending the high street to an early grave</a>",1,1,The Spectator,100.0
"<a href=""https://www.spectator.co.uk/article/the-people-who-were-idiots-at-gigs-in-early-march-are-still-idiots"">The people who were idiots at gigs in early March are still idiots</a>",1,1,Michael Hann,100.0
"<a href=""https://www.spectator.co.uk/article/bourbon-biscuits-are-better-home-made"">Bourbon biscuits are better home-made</a>",1,1,The Vintage Chef Olivia Potts,100.0
"<a href=""https://www.spectator.co.uk/article/the-eu-is-failing-to-stand-up-for-eastern-europe"">The EU is failing to stand up for eastern Europe</a>",6,1,William Nattrass,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/france-needs-britain-more-than-ever"">France needs Britain more than ever</a>",3,1,John Keiger,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/why-can-t-king-s-college-academics-cope-with-a-photo-of-prince-philip-"">Why can't King's College academics cope with a photo of Prince Philip?</a>",2,1,Tom Slater,50.0
"<a href=""https://www.spectator.co.uk/article/seven-sumptuous-salads-to-try-in-london"">Seven sumptuous salads to try in London</a>",2,1,Marianna Hunt,50.0
"<a href=""https://www.spectator.co.uk/article/don-t-blame-teachers-for-this-year-s-grade-inflation"">Don’t blame teachers for this year’s grade inflation</a>",9,1,Debbie Hayton,11.11111111111111
"<a href=""https://www.spectator.co.uk/article/why-the-british-should-eat-more-oysters"">Why the British should eat more oysters</a>",1,1,Alec Marsh,100.0
"<a href=""https://www.spectator.co.uk/article/why-do-anglers-get-so-hooked-"">Why do anglers get so hooked?</a>",8,1,Jeremy Paxman,12.5
"<a href=""https://www.spectator.co.uk/article/the-eu-s-founder-should-be-a-saint-but-he-created-a-monster"">The EU's founder should be a saint – but he created a monster</a>",21,1,Alan Fimister,4.761904761904762
"<a href=""https://www.spectator.co.uk/article/why-are-bidets-the-butt-of-so-many-jokes"">Why are bidets the butt of so many jokes?</a>",1,1,Tom Ough,100.0
"<a href=""https://www.spectator.co.uk/article/cocaine-addiction-is-time-consuming-the-rise-and-fall-of-kevin-rowland-and-dexys"">'Cocaine addiction is time-consuming': the rise and fall of Kevin Rowland and Dexys</a>",1,1,Michael Hann,100.0
"<a href=""https://www.spectator.co.uk/article/australia-proves-the-cost-of-zero-covid"">Australia shows the cost of zero Covid</a>",4,1,Matthew Lynn,25.0
"<a href=""https://www.spectator.co.uk/article/america-s-surprisingly-disappointing-gdp-growth"">America’s surprisingly disappointing GDP growth</a>",5,1,Kate Andrews,20.0
"<a href=""https://www.spectator.co.uk/article/mothing-is-a-serious-business"">Mothing is a serious business</a>",1,1,Mark Solomons,100.0
"<a href=""https://www.spectator.co.uk/article/the-best-theatre-podcasts"">The best theatre podcasts</a>",11,1,Nicola Christie,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/sinn-fein-s-troubling-veneration-of-terrorists"">Sinn Fein's troubling veneration of terrorists</a>",54,1,Henry Hill,1.8518518518518516
"<a href=""https://www.spectator.co.uk/article/a-new-recording-throws-fresh-light-on-mahlers-puzzling-tenth-symphony"">A new recording throws fresh light on Mahler's puzzling Tenth Symphony</a>",10,1,Michael Tanner,10.0
"<a href=""https://www.spectator.co.uk/article/israel-scraps-its-redundant-vaccine-passport"">Israel scraps its redundant vaccine passports</a>",15,1,Arieh Kovler,6.666666666666667
"<a href=""https://www.spectator.co.uk/article/startlingly-sadistic-once-upon-a-time-in-hollywood-by-quentin-tarantino-reviewed"">Startlingly sadistic: Once Upon a Time in Hollywood, by Quentin Tarantino, reviewed</a>",13,1,Jay Elwes,7.6923076923076925
"<a href=""https://www.spectator.co.uk/article/are-our-local-authorities-capable-of-protecting-children-"">Lambeth's children suffered because of the council's war on Thatcher</a>",4,1,Andrew Tettenborn,25.0
"<a href=""https://www.spectator.co.uk/article/wallace-shawns-designated-mourner-feels-like-watching-the-news"">Wallace Shawn's Designated Mourner feels like watching the news</a>",10,1,Jessa Crispin,10.0
"<a href=""https://www.spectator.co.uk/article/a-breath-of-fresh-airwaves"">A breath of fresh airwaves</a>",4,1,Rod Liddle,25.0
"<a href=""https://www.spectator.co.uk/article/dear-mary-how-do-i-stop-my-husband-repeating-himself"">Dear Mary: How do I stop my husband repeating himself?</a>",2,1,Mary Killen,50.0
"<a href=""https://www.spectator.co.uk/article/a-true-bohemian-the-story-of-nico-s-rise-and-fall"">A true bohemian: the story of Nico’s rise and fall</a>",14,1,Andy Miller,7.142857142857142
"<a href=""https://www.spectator.co.uk/article/what-do-oven-chips-have-to-do-with-virtue-signalling"">What do oven chips have to do with virtue signalling?</a>",11,1,Rory Sutherland,9.090909090909092
"<a href=""https://www.spectator.co.uk/article/keir-starmer-s-brand-of-brexit-cakeism-is-alienating-both-sides"">Keir Starmer is alienating both sides in the Brexit debate</a>",1,1,Nick Tyrone,100.0
"<a href=""https://www.spectator.co.uk/article/boris-johnson-s-popularity-problem"">Boris Johnson's popularity problem</a>",7,1,Katy Balls,14.285714285714285
"<a href=""https://www.spectator.co.uk/article/henry-dimbleby-s-salt-tax-doesn-t-make-much-sense"">A salt and sugar tax doesn’t make much sense</a>",2,1,Christopher Snowdon,50.0
"<a href=""https://www.spectator.co.uk/article/a-matter-of-life-or-death-should-we-stay-or-should-we-go-by-lionel-shriver-reviewed"">A matter of life or death: Should We Stay or Should We Go, by Lionel Shriver, reviewed</a>",2,1,Helen R. Brown,50.0
"<a href=""https://www.spectator.co.uk/article/a-damascene-moment-in-london-Imads-syrian-kitchen-reviewed"">A Damascene moment in London: Imad’s Syrian Kitchen reviewed</a>",6,1,Tanya Gold,16.666666666666664
"<a href=""https://www.spectator.co.uk/article/quietly-radiates-a-wholly-justified-confidence-bbc-1-s-the-pact-reviewed"">Quietly radiates a wholly justified confidence: BBC 1’s The Pact reviewed</a>",1,1,James Walton,100.0
"<a href=""https://www.spectator.co.uk/article/it-s-time-to-take-britain-s-incel-terror-threat-seriously"">It's time to take Britain's Incel terror threat seriously</a>",1,1,Matt Dryden,100.0
"<a href=""https://www.spectator.co.uk/article/what-makes-a-pasty-cornish"">What makes a pasty Cornish?</a>",3,1,Olivia Potts,33.33333333333333
"<a href=""https://www.spectator.co.uk/article/letters-the-problem-with-the-alpha-migrants"">Letters: The problem with the ‘alpha migrants’</a>",1,1,The Spectator,100.0
