title,total headline views,total page views,CTR,author
"<a href=""https://www.spectator.co.uk/article/china-is-the-latest-victim-of-pakistan-s-islamist-problem"">China is the latest victim of Pakistan's Islamist problem</a>",18.0,2.0,11.11111111111111,Kunwar Khuldune Shahid
"<a href=""https://www.spectator.co.uk/article/an-open-letter-to-my-golf-club"">An open letter to my golf club</a>",23.0,2.0,8.695652173913043,James Bartholomew
"<a href=""https://www.spectator.co.uk/article/israel-is-losing-the-narrative-war"">The war Israel is losing against Hamas</a>",1.0,2.0,200.0,David Patrikarakos
"<a href=""https://www.spectator.co.uk/article/charging-ahead-how-to-get-the-best-out-of-an-electric-car"">Charging ahead: how to get the best out of an electric car</a>",20.0,2.0,10.0,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/an-unrewarding-slog-thomas-vinterbergs-another-round-reviewed"">An unrewarding slog: Thomas Vinterberg's Another Round reviewed</a>",11.0,2.0,18.181818181818183,Deborah Ross
"<a href=""https://www.spectator.co.uk/article/how-the-negroni-became-the-modern-gentleman-s-choice-tipple"">How the negroni became the modern gentleman's choice tipple</a>",16.0,2.0,12.5,Simon de Burton
"<a href=""https://www.spectator.co.uk/article/forget-race-or-class-marriage-is-the-big-social-divide"">Forget race or class, marriage is the big social divide</a>",2.0,2.0,100.0,Edward Davies
"<a href=""https://www.spectator.co.uk/article/10-films-about-space"">10 films about space</a>",1.0,2.0,200.0,Stephen Arnell
"<a href=""https://www.spectator.co.uk/article/as-circus-gets-serious-is-all-the-fun-of-the-fair-lost-"">As circus gets serious, is all the fun of the fair lost?</a>",52.0,2.0,3.8461538461538463,Dea Birkett
"<a href=""https://www.spectator.co.uk/article/gareth-southgate-doesn-t-deserve-a-knighthood"">Gareth Southgate doesn't deserve a knighthood</a>",4.0,2.0,50.0,Damian Reilly
"<a href=""https://www.spectator.co.uk/article/boris-johnson-s-northern-ireland-problem"">Boris Johnson's Northern Ireland problem</a>",3.0,1.0,33.33333333333333,James Forsyth
"<a href=""https://www.spectator.co.uk/article/boris-and-rishi-skip-self-isolation"">Boris and Rishi skip self-isolation</a>",18.0,1.0,5.555555555555555,Steerpike
"<a href=""https://www.spectator.co.uk/article/the-uninspiring-choice-facing-german-voters"">The uninspiring choice facing German voters</a>",48.0,1.0,2.083333333333333,Katja Hoyer
"<a href=""https://www.spectator.co.uk/article/the-sinister-attacks-on-the-lgb-alliance"">The sinister attacks on the LGB Alliance</a>",2.0,1.0,50.0,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/the-uks-immigration-figures-are-a-fantasy"">The UK’s immigration figures are a fantasy</a>",7.0,1.0,14.285714285714285,Lionel Shriver
"<a href=""https://www.spectator.co.uk/article/the-twisted-logic-of-shamima-begum-s-defenders"">The twisted logic of Shamima Begum's defenders</a>",2.0,1.0,50.0,Brendan O’Neill
"<a href=""https://www.spectator.co.uk/article/boris-will-need-labour-support-for-vaccine-passports"">Boris will need Labour support for vaccine passports</a>",65.0,1.0,1.5384615384615385,James Forsyth
"<a href=""https://www.spectator.co.uk/article/boris-biden-and-the-era-of-big-government"">Boris, Biden and the era of big government</a>",1.0,1.0,100.0,James Forsyth
"<a href=""https://www.spectator.co.uk/article/boris-should-follow-new-york-s-example-and-ditch-vaccine-passports"">Boris should follow New York's example and ditch vaccine passports</a>",42.0,1.0,2.380952380952381,Portia Berry-Kilby
"<a href=""https://www.spectator.co.uk/article/the-stoics-would-have-had-little-sympathy-for-meghan"">The Stoics would have had little sympathy for Meghan</a>",3.0,1.0,33.33333333333333,Peter Jones
"<a href=""https://www.spectator.co.uk/article/boris-s-freedom-day-spells-misery-for-many"">Boris's 'freedom day' spells misery for many</a>",12.0,1.0,8.333333333333332,Robert Peston
"<a href=""https://www.spectator.co.uk/article/boris-on-liberty-the-pm-has-always-been-against-id-cards-until-now"">Boris on liberty: the PM has always been against ID cards – until now</a>",2.0,1.0,50.0,Boris Johnson
"<a href=""https://www.spectator.co.uk/article/boris-johnson-s-refusal-to-talk-about-faith"">Boris Johnson's refusal to talk about faith</a>",7.0,1.0,14.285714285714285,Robert Peston
"<a href=""https://www.spectator.co.uk/article/the-thrill-of-going-clubbing-again"">The thrill of going clubbing again</a>",41.0,1.0,2.4390243902439024,Hannah Tomes
"<a href=""https://www.spectator.co.uk/article/journey-to-the-end-of-the-world-the-full-horror-of-the-belgica-s-antarctic-expedition"">Journey to the end of the world: the full horror of the Belgica’s Antarctic expedition</a>",11.0,1.0,9.090909090909092,Owen Matthews
"<a href=""https://www.spectator.co.uk/article/the-scandal-of-oxycontin-the-painkiller-that-caused-untold-pain"">The scandal of OxyContin, the painkiller that caused untold pain</a>",3.0,1.0,33.33333333333333,Ian Birrell
"<a href=""https://www.spectator.co.uk/article/the-short-unhappy-life-of-ivor-gurney-wounded-gassed-and-driven-insane"">The short, unhappy life of Ivor Gurney — wounded, gassed and driven insane</a>",4.0,1.0,25.0,Andrew Motion
"<a href=""https://www.spectator.co.uk/article/the-power-of-the-translator-to-break-nations"">The power of the translator to break nations</a>",25.0,1.0,4.0,Boyd Tonkin
"<a href=""https://www.spectator.co.uk/article/can-the-next-bicester-village-take-off-without-tourists"">Can the ‘next Bicester Village’ take off without tourists?</a>",2.0,1.0,50.0,Martin Vander Weyer
"<a href=""https://www.spectator.co.uk/article/the-must-see-foreign-language-films-to-watch-this-weekend"">The must-see foreign language films to watch</a>",1.0,1.0,100.0,Robert Jackman
"<a href=""https://www.spectator.co.uk/article/the-national-trust-delinquents-strike-again"">The National Trust delinquents strike again</a>",1.0,1.0,100.0,Melissa Kite
"<a href=""https://www.spectator.co.uk/article/the-nicola-sturgeon-effect-on-house-prices"">The Nicola Sturgeon effect on house prices</a>",9.0,1.0,11.11111111111111,Martin Vander Weyer
"<a href=""https://www.spectator.co.uk/article/can-the-eu-save-italy-"">Can the EU save Italy?</a>",1.0,1.0,100.0,Wolfgang Münchau
"<a href=""https://www.spectator.co.uk/article/can-naftali-bennett-s-anti-bibi-coalition-survive-"">Can Naftali Bennett’s anti-Bibi coalition survive?</a>",1.0,1.0,100.0,Limor Simhony Philpott
"<a href=""https://www.spectator.co.uk/article/the-perils-of-playing-a-prime-minister-on-screen"">The perils of playing a Prime Minister</a>",16.0,1.0,6.25,Lloyd Evans
"<a href=""https://www.spectator.co.uk/article/the-plot-against-religious-education"">The plot against religious education</a>",2.0,1.0,50.0,Michael Nazir-Ali
"<a href=""https://www.spectator.co.uk/article/can-labour-continue-to-survive-its-culture-war-"">Can Labour afford to continue its culture war?</a>",2.0,1.0,50.0,Rakib Ehsan
"<a href=""https://www.spectator.co.uk/article/can-jeffrey-donaldson-halt-the-dup-s-civil-war-"">Can Jeffrey Donaldson halt the DUP's civil war?</a>",8.0,1.0,12.5,Andrew McQuillan
"<a href=""https://www.spectator.co.uk/article/the-sexploits-of-mariella-novotny"">The sexploits of Mariella Novotny</a>",4.0,1.0,25.0,Lynn Barber
"<a href=""https://www.spectator.co.uk/article/the-problem-with-brighton-s-summer-hordes"">The problem with Brighton's summer hordes</a>",8.0,1.0,12.5,Simon Evans
"<a href=""https://www.spectator.co.uk/article/cake-expectations-afternoon-tea-has-gone-ott"">Cake expectations: afternoon tea has gone OTT</a>",9.0,1.0,11.11111111111111,Melanie McDonagh
"<a href=""https://www.spectator.co.uk/article/the-problem-with-role-models"">The problem with ‘role models’</a>",2.0,1.0,50.0,Julie Burchill
"<a href=""https://www.spectator.co.uk/article/the-promoter-the-critics-love-to-hate-interview-with-raymond-gubbay"">The promoter the critics love to hate: an interview with Raymond Gubbay</a>",7.0,1.0,14.285714285714285,Richard Bratby
"<a href=""https://www.spectator.co.uk/article/the-proustian-power-of-handwriting"">The Proustian power of handwriting</a>",1.0,1.0,100.0,Mary Wakefield
"<a href=""https://www.spectator.co.uk/article/bye-bye-bibi-the-millionaire-poised-to-be-israels-next-prime-minister"">Naftali Bennett, the millionaire poised to be Israel’s next prime minister</a>",4.0,1.0,25.0,Arieh Kovler
"<a href=""https://www.spectator.co.uk/article/britain-s-best-beaches"">Britain's best beaches</a>",21.0,1.0,4.761904761904762,Lucy Kehoe
"<a href=""https://www.spectator.co.uk/article/britain-is-in-danger-of-repeating-its-post-war-mistakes"">Britain is in danger of repeating its post-war mistakes</a>",4.0,1.0,25.0,Matt Ridley
"<a href=""https://www.spectator.co.uk/article/blow-to-tories-as-lib-dems-win-chesham-and-amersham-by-election"">Major Tory upset as Lib Dems win Chesham and Amersham by-election</a>",4.0,1.0,25.0,Katy Balls
"<a href=""https://www.spectator.co.uk/article/the-world-has-a-new-youngest-grandmaster"">The world has a new youngest grandmaster</a>",3.0,1.0,33.33333333333333,Luke McShane
"<a href=""https://www.spectator.co.uk/article/austria-s-islam-map-is-dangerous"">Austria's 'Islam map' is dangerous</a>",2.0,1.0,50.0,Kunwar Khuldune Shahid
"<a href=""https://www.spectator.co.uk/article/thoughtful-and-impeccable-ken-burnss-hemingway-reviewed"">Thoughtful and impeccable: Ken Burns's Hemingway reviewed</a>",14.0,1.0,7.142857142857142,James Walton
"<a href=""https://www.spectator.co.uk/article/why-can-t-king-s-college-academics-cope-with-a-photo-of-prince-philip-"">Why can't King's College academics cope with a photo of Prince Philip?</a>",6.0,1.0,16.666666666666664,Tom Slater
"<a href=""https://www.spectator.co.uk/article/abandoned-by-paul-theroux-the-diary-of-a-sad-ex-wife-who-sadly-can-t-write"">Abandoned by Paul Theroux: the diary of a sad ex-wife who sadly can’t write</a>",19.0,1.0,5.263157894736842,Lynn Barber
"<a href=""https://www.spectator.co.uk/article/why-do-those-who-abuse-priti-patel-get-a-free-pass-"">Why do those who abuse Priti Patel get a free pass?</a>",17.0,1.0,5.88235294117647,Brendan O’Neill
"<a href=""https://www.spectator.co.uk/article/why-everyone-with-money-to-lose-seems-to-want-an-old-land-rover"">The curious appeal of old Land Rovers</a>",11.0,1.0,9.090909090909092,Simon de Burton
"<a href=""https://www.spectator.co.uk/article/why-i-ve-gone-off-country-sports"">Why I’ve gone off country sports</a>",5.0,1.0,20.0,Melissa Kite
"<a href=""https://www.spectator.co.uk/article/a-roman-solution-to-prince-charless-harry-problem"">A Roman solution to Prince Charles’s ‘Harry problem’</a>",11.0,1.0,9.090909090909092,Peter Jones
"<a href=""https://www.spectator.co.uk/article/a-minimum-corporation-tax-is-nothing-to-celebrate"">A minimum corporation tax is nothing to celebrate</a>",23.0,1.0,4.3478260869565215,Ross Clark
"<a href=""https://www.spectator.co.uk/article/why-israel-is-rolling-out-third-vaccine-doses"">Why Israel is rolling-out third vaccine doses</a>",16.0,1.0,6.25,Jonathan Sacerdoti
"<a href=""https://www.spectator.co.uk/article/a-handy-guide-to-hugging"">A handy guide to hugging</a>",6.0,1.0,16.666666666666664,Andy Shaw
"<a href=""https://www.spectator.co.uk/article/a-brief-history-of-harlots"">A brief history of harlots</a>",4.0,1.0,25.0,Taki
"<a href=""https://www.spectator.co.uk/article/Boris-Johnson-s-sombre--freedom-day--press-conference"">Boris Johnson's sombre 'freedom day' press conference</a>",26.0,1.0,3.8461538461538463,Katy Balls
"<a href=""https://www.spectator.co.uk/article/why-the-far-right-flourishes-in-east-germany"">Why the far-right flourishes in East Germany</a>",3.0,1.0,33.33333333333333,Katja Hoyer
"<a href=""https://www.spectator.co.uk/article/why-the-government-s-biggest-fear-is-mass-isolation"">Why the government's biggest fear is mass isolation</a>",5.0,1.0,20.0,James Forsyth
"<a href=""https://www.spectator.co.uk/article/2516-such-childish-vocabulary"">2516: Such childish vocabulary</a>",1.0,1.0,100.0,Mr Magoo
"<a href=""https://www.spectator.co.uk/article/why-the-queen-and-prince-philip-loved-malta"">Malta: why the Queen's cherished island is worth a visit</a>",3.0,1.0,33.33333333333333,Will Gore
"<a href=""https://www.spectator.co.uk/article/10-patriotic-movies-to-watch-this-weekend"">10 patriotic movies to watch this weekend</a>",11.0,1.0,9.090909090909092,Stephen Arnell
"<a href=""https://www.spectator.co.uk/article/will-italy-s-euro-win-lead-to-a-baby-boom-"">Will Italy's Euro win lead to a baby boom?</a>",10.0,1.0,10.0,Annabel Denham
"<a href=""https://www.spectator.co.uk/article/will-the-eu-accept-the-uk-s-northern-ireland-protocol-changes-"">Will the EU accept the UK's Northern Ireland protocol changes?</a>",24.0,1.0,4.166666666666666,James Forsyth
"<a href=""https://www.spectator.co.uk/article/will-the-vanuatu-tribes-now-worship-prince-charles-"">Will the Vanuatu tribes now worship Prince Charles?</a>",11.0,1.0,9.090909090909092,Christopher Lord
"<a href=""https://www.spectator.co.uk/article/-hitler-was-right-journalist-leaves-bbc"">'Hitler was right' journalist leaves BBC</a>",1.0,1.0,100.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/why-did-scotland-reverse-their-decision-to-take-the-knee-"">Why did Scotland reverse their decision to 'take the knee'?</a>",2.0,1.0,50.0,Rod Liddle
"<a href=""https://www.spectator.co.uk/article/air-travel-is-in-terminal-danger"">Air travel is in terminal danger</a>",3.0,1.0,33.33333333333333,Lionel Shriver
"<a href=""https://www.spectator.co.uk/article/biden-and-putin-have-left-britain-out-in-the-cold"">Biden and Putin have left Britain out in the cold</a>",17.0,1.0,5.88235294117647,Mary Dejevsky
"<a href=""https://www.spectator.co.uk/article/who-cares-what-ben-jerry-s-think-about-the-israel-palestine-conflict-"">Who cares what Ben & Jerry’s think about Israel-Palestine?</a>",27.0,1.0,3.7037037037037033,Tom Slater
"<a href=""https://www.spectator.co.uk/article/tories-clash-over-chinese-takeaway"">Tories publicly clash over Chinese takeaway</a>",1.0,1.0,100.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/beyond-parasite-the-genius-of-bong-joon-ho"">Beyond Parasite: the genius of Bong Joon Ho</a>",3.0,1.0,33.33333333333333,James Delingpole
"<a href=""https://www.spectator.co.uk/article/two-hours-of-kitsch-tomfoolery-amelie-at-the-criterion-reviewed"">Two hours of kitsch tomfoolery: Amélie at the Criterion reviewed</a>",5.0,1.0,20.0,Lloyd Evans
"<a href=""https://www.spectator.co.uk/article/university-challenge-conservatives-are-now-the-radicals-on-campus"">University challenge: conservatives are now the radicals on campus</a>",4.0,1.0,25.0,David Abulafia
"<a href=""https://www.spectator.co.uk/article/the-man-at-the-heart-of-punk-the-late-pete-shelley-recalls-his-buzzcocks-years"">The man at the heart of punk: the late Pete Shelley recalls his Buzzcocks years</a>",29.0,1.0,3.4482758620689653,Helen Barrett
"<a href=""https://www.spectator.co.uk/article/vaccines-should-mean-more-freedom-not-less"">Vaccines should mean more freedom – not less</a>",63.0,1.0,1.5873015873015872,Kate Andrews
"<a href=""https://www.spectator.co.uk/article/vichyssoise-a-cool-soup-for-summer-days"">Vichyssoise: a cool soup for balmy days</a>",9.0,1.0,11.11111111111111,Olivia Potts
"<a href=""https://www.spectator.co.uk/article/watch-claudia-webbe-stumped-by-her-own-question"">Watch: Claudia Webbe stumped by her own question</a>",2.0,1.0,50.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/are-meghan-s-covid-claims-correct-"">Are Meghan's Covid claims correct?</a>",1.0,1.0,100.0,Ross Clark
"<a href=""https://www.spectator.co.uk/article/watch-matt-hancock-s-resignation-video"">Watch: Matt Hancock's resignation video</a>",1.0,1.0,100.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/are-controversial-stickers-really-a-matter-for-the-police-"">Are 'controversial stickers' really a matter for the police?</a>",3.0,1.0,33.33333333333333,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/apples-cowardly-surrender-to-the-mob"">Apple’s cowardly surrender to the mob</a>",2.0,1.0,50.0,Mary Wakefield
"<a href=""https://www.spectator.co.uk/article/we-still-believe-could-qatar-2022-be-the-moment-football-finally-comes-home-"">We still believe: Could England win Qatar 2022?</a>",32.0,1.0,3.125,John Sturgis
"<a href=""https://www.spectator.co.uk/article/what-dawn-butler-gets-wrong-about-stonewall"">What Dawn Butler gets wrong about Stonewall</a>",6.0,1.0,16.666666666666664,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/angelas-ashes-merkel-is-leaving-the-eu-in-chaos"">Angela’s ashes: Merkel is leaving the EU in chaos</a>",2.0,1.0,50.0,Wolfgang Münchau
"<a href=""https://www.spectator.co.uk/article/what-the-demise-of-quilliam-teaches-us-about-britain-and-Islam"">What the demise of Quilliam teaches us about Britain and Islam</a>",2.0,1.0,50.0,Douglas Murray
"<a href=""https://www.spectator.co.uk/article/america-isnt-speaking-our-language"">America isn’t speaking our language</a>",7.0,1.0,14.285714285714285,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/which-tv-interviews-have-attracted-bigger-audiences-than-harry-and-meghans"">Which TV interviews have attracted bigger audiences than Harry and Meghan’s?</a>",2.0,1.0,50.0,The Spectator
"<a href=""https://www.spectator.co.uk/article/who-can-make-the-scottish-lib-dems-great-again-"">Who can make the Scottish Lib Dems great again?</a>",762.0,1.0,0.13123359580052493,Stephen Daisley
"<a href=""https://www.spectator.co.uk/article/can-we-stop-migrants-crossing-the-channel-"">Can we stop migrants crossing the Channel?</a>",1.0,1.0,100.0,David Goodhart
"<a href=""https://www.spectator.co.uk/article/the-hidden-cost-of-free-technology"">The hidden cost of free technology</a>",10.0,1.0,10.0,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/the-making-of-a-monster-paul-kagame-s-bloodstained-past"">The making of a monster: Paul Kagame’s bloodstained past</a>",3.0,1.0,33.33333333333333,Nicholas Shakespeare
"<a href=""https://www.spectator.co.uk/article/in-praise-of-chastity"">In praise of chastity</a>",2.0,1.0,50.0,Taki
"<a href=""https://www.spectator.co.uk/article/-blended-learning-on-campus-is-bad-news"">Online learning is bad news for students</a>",2.0,1.0,50.0,Lee Jones
"<a href=""https://www.spectator.co.uk/article/no-658"">No. 658</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/no-659"">No. 659</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/no-663"">No. 663</a>",12.0,1.0,8.333333333333332,Luke McShane
"<a href=""https://www.spectator.co.uk/article/is-the-green-list-enough-to-save-tourism-"">Is the green list enough to save tourism?</a>",11.0,1.0,9.090909090909092,Ross Clark
"<a href=""https://www.spectator.co.uk/article/is-biden-coming-around-to-boris-"">Is Biden coming around to Boris?</a>",3.0,1.0,33.33333333333333,James Forsyth
"<a href=""https://www.spectator.co.uk/article/in-praise-of-the-lgb-alliance"">In praise of the LGB Alliance</a>",6.0,1.0,16.666666666666664,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/in-praise-of-the-ford-escort"">In praise of the Ford Escort</a>",9.0,1.0,11.11111111111111,Alec Marsh
"<a href=""https://www.spectator.co.uk/article/oxford-college-s-rhodes-hypocrisy-revealed"">Oxford college's Rhodes hypocrisy revealed</a>",2.0,1.0,50.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/i-was-oprah-winfrey-s-hero"">I was Oprah Winfrey’s hero</a>",3.0,1.0,33.33333333333333,Taki
"<a href=""https://www.spectator.co.uk/article/how-should-britain-go-on-a-diet-"">How should Britain go on a diet?</a>",15.0,1.0,6.666666666666667,Tim Lang
"<a href=""https://www.spectator.co.uk/article/hybrid-chess"">Hybrid chess</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/portrait-of-the-week-indian-variant-goes-up-santander-goes-down-and-pubs-reopen"">Portrait of the week: Indian variant goes up, Santander goes down and pubs reopen</a>",10.0,1.0,10.0,The Spectator
"<a href=""https://www.spectator.co.uk/article/how-to-pull-off-an-icelandic-getaway"">Why Iceland is the ideal post-Covid getaway</a>",1.0,1.0,100.0,Nicole Trilivas
"<a href=""https://www.spectator.co.uk/article/prince-philip-epitomised-a-very-british-stoicism"">Prince Philip epitomised a very British stoicism</a>",1.0,1.0,100.0,Melanie McDonagh
"<a href=""https://www.spectator.co.uk/article/prince-william-s-extraordinary-attack-on-the-bbc"">Prince William’s extraordinary attack on the BBC</a>",4.0,1.0,25.0,Peter Hunt
"<a href=""https://www.spectator.co.uk/article/priti-patel-s-cowardly-response-to-the-clapham-common-debacle"">Priti Patel's cowardly response to the Clapham Common debacle</a>",2.0,1.0,50.0,Nick Tyrone
"<a href=""https://www.spectator.co.uk/article/how-to-choose-a-summer-hat-tips-from-a-lady-s-maid"">How to choose a summer hat</a>",7.0,1.0,14.285714285714285,Alicia Healey
"<a href=""https://www.spectator.co.uk/article/remembering-david-storey-giant-of-postwar-english-culture"">Remembering David Storey, giant of postwar English culture</a>",6.0,1.0,16.666666666666664,Jasper Rees
"<a href=""https://www.spectator.co.uk/article/richard-dawkins-delights-in-his-own-invective"">Richard Dawkins delights in his own invective</a>",27.0,1.0,3.7037037037037033,Mark Cocker
"<a href=""https://www.spectator.co.uk/article/no-651"">No. 651</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/no-650"">No. 650</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/is-the-worst-yet-to-come-in-the-middle-east"">Is the worst yet to come in the Middle East?</a>",3.0,1.0,33.33333333333333,Paul Wood
"<a href=""https://www.spectator.co.uk/article/is-there-a-link-between-asperger-s-and-genius-"">Is there a link between Asperger's and genius?</a>",3.0,1.0,33.33333333333333,Dr Roger Henderson
"<a href=""https://www.spectator.co.uk/article/johnson-cleared-of-misconduct-over-no-10-flat-but-acted-unwisely-"">Boris acted ‘unwisely’ but cleared over Downing Street flat</a>",1.0,1.0,100.0,Katy Balls
"<a href=""https://www.spectator.co.uk/article/labour-s-tiktok-paranoia"">Labour's TikTok paranoia</a>",1.0,1.0,100.0,Robert Jackman
"<a href=""https://www.spectator.co.uk/article/leni-riefenstahl-is-missing-the-dictator-s-muse-by-nigel-farndale-reviewed"">Leni Riefenstahl is missing: The Dictator’s Muse, by Nigel Farndale, reviewed</a>",8.0,1.0,12.5,A. N. Wilson
"<a href=""https://www.spectator.co.uk/article/johnny-mercer-and-the-tory-loyalty-problem"">Johnny Mercer and the Tory loyalty problem</a>",5.0,1.0,20.0,Patrick O'Flynn
"<a href=""https://www.spectator.co.uk/article/joe-biden-s-long-road-to-recovery"">Joe Biden’s long road to recovery</a>",5.0,1.0,20.0,Ross Clark
"<a href=""https://www.spectator.co.uk/article/jess-phillips-and-the-assault-on-biology"">Jess Phillips and the assault on biology</a>",40.0,1.0,2.5,Debbie Hayton
"<a href=""https://www.spectator.co.uk/article/jeff-bezos-s-neil-armstrong-moment-was-a-bitter-disappointment"">What Jeff Bezos should have learnt from Neil Armstrong</a>",12.0,1.0,8.333333333333332,Joanna Rossiter
"<a href=""https://www.spectator.co.uk/article/london-s-mayoral-race-is-a-warning-to-tories-nationwide"">London's mayoral race is a warning to Tories nationwide</a>",1.0,1.0,100.0,James Forsyth
"<a href=""https://www.spectator.co.uk/article/macaques-and-defence"">Macaques and defence</a>",1.0,1.0,100.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/macron-s-covid-crackdown-is-a-risky-bet"">Macron's Covid crackdown is a risky bet</a>",33.0,1.0,3.0303030303030303,Jonathan Miller
"<a href=""https://www.spectator.co.uk/article/japan-s-punishing-workplace-culture"">Japan's punishing workplace culture</a>",11.0,1.0,9.090909090909092,Philip Patrick
"<a href=""https://www.spectator.co.uk/article/it-s-time-the-british-faced-some-uncomfortable-truths-says-matthew-d-ancona"">It’s time the British faced some uncomfortable truths, says Matthew d’Ancona</a>",3.0,1.0,33.33333333333333,Jay Elwes
"<a href=""https://www.spectator.co.uk/article/israel-s-shadow-war-with-iran-explodes-into-nuclear-terrorism-"">Israel's shadow war with Iran explodes into 'nuclear terrorism'</a>",1.0,1.0,100.0,David Patrikarakos
"<a href=""https://www.spectator.co.uk/article/michael-gove-and-sarah-vine-announce-divorce"">Michael Gove and Sarah Vine announce divorce</a>",1.0,1.0,100.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/ministers-are-compounding-the-covid-confusion"">Ministers are compounding the Covid confusion</a>",4.0,1.0,25.0,Isabel Hardman
"<a href=""https://www.spectator.co.uk/article/is-tony-blair-on-the-verge-of-a-comeback-"">Is Tony Blair on the verge of a comeback?</a>",4.0,1.0,25.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/models-of-obedience-how-to-make-people-obey-the-law"">Models of obedience: how to make people obey the law</a>",8.0,1.0,12.5,Peter Jones
"<a href=""https://www.spectator.co.uk/article/mouth-watering-cocktails-to-try-in-the-capital"">Mouth-watering cocktails to try in the capital</a>",1.0,1.0,100.0,Joe Rogers
"<a href=""https://www.spectator.co.uk/article/is-there-anything-more-uplifting-than-our-yorkshire-farm-"">Is there anything more uplifting than Our Yorkshire Farm?</a>",1.0,1.0,100.0,Theo Hobson
"<a href=""https://www.spectator.co.uk/article/how-the-lancet-lost-our-trust"">How the Lancet lost our trust</a>",5.0,1.0,20.0,Stuart Ritchie
"<a href=""https://www.spectator.co.uk/article/scrapping-english-votes-for-english-laws-could-spell-trouble"">Scrapping English votes for English laws could spell trouble</a>",11.0,1.0,9.090909090909092,Henry Hill
"<a href=""https://www.spectator.co.uk/article/the-madness-of-the-government-s-lobster-law"">The madness of the government’s lobster law</a>",15.0,1.0,6.666666666666667,Bruce Anderson
"<a href=""https://www.spectator.co.uk/article/the-disturbing-campaign-to-legalise-assisted-dying"">The disturbing campaign to legalise assisted dying</a>",1.0,1.0,100.0,Kevin Yuill
"<a href=""https://www.spectator.co.uk/article/the-bogus-business-of-stigma-busting"">The bogus business of stigma-busting</a>",3.0,1.0,33.33333333333333,Mary Wakefield
"<a href=""https://www.spectator.co.uk/article/the-british-shows-beloved-by-europeans"">The British shows beloved by Europeans</a>",1.0,1.0,100.0,Robert Jackman
"<a href=""https://www.spectator.co.uk/article/does-keir-starmer-really-oppose-vaccine-passports-"">Does Keir Starmer really oppose vaccine passports?</a>",62.0,1.0,1.6129032258064515,Katy Balls
"<a href=""https://www.spectator.co.uk/article/the-covid-lab-leak-theory-is-looking-increasingly-plausible"">The Covid lab leak theory is looking increasingly plausible</a>",57.0,1.0,1.7543859649122806,Matt Ridley
"<a href=""https://www.spectator.co.uk/article/diane-abbott-labour-is-not-a-unionist-party"">Diane Abbott: Labour is not a unionist party</a>",2.0,1.0,50.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/covid-19-the-hancock-era-is-over"">Covid-19: The Hancock era is over</a>",5.0,1.0,20.0,Kate Andrews
"<a href=""https://www.spectator.co.uk/article/corbyn-a-deity-has-fallen"">Corbyn: A deity has fallen</a>",4.0,1.0,25.0,Lloyd Evans
"<a href=""https://www.spectator.co.uk/article/the-defiance-of-the-ghetto-girls-who-resisted-the-nazis"">The defiance of the ‘ghetto girls’ who resisted the Nazis</a>",2.0,1.0,50.0,Clare Mulley
"<a href=""https://www.spectator.co.uk/article/climate-policy-will-be-a-casualty-of-this-decade-of-bungling"">Climate policy will be a casualty of this decade of bungling</a>",7.0,1.0,14.285714285714285,Wolfgang Münchau
"<a href=""https://www.spectator.co.uk/article/the-eu-growing-culture-war-between-the-east-and-eest"">The EU is stoking the culture war between East and West</a>",1.0,1.0,100.0,William Nattrass
"<a href=""https://www.spectator.co.uk/article/secret-sea-air-where-to-beat-the-crowds-this-summer"">Secret sea air: where to beat the crowds this summer</a>",1.0,1.0,100.0,William Cook
"<a href=""https://www.spectator.co.uk/article/carrie-symonds-and-the-first-girlfriend-problem"">Carrie Symonds and the First Girlfriend problem</a>",1.0,1.0,100.0,Douglas Murray
"<a href=""https://www.spectator.co.uk/article/the-forgotten-joy-of-spontaneity"">The forgotten joy of spontaneity</a>",1.0,1.0,100.0,Kate Andrews
"<a href=""https://www.spectator.co.uk/article/the-fossil-hunting-is-more-interesting-than-the-sex-ammonite-reviewed"">The fossil-hunting is more interesting than the sex: Ammonite reviewed</a>",3.0,1.0,33.33333333333333,Deborah Ross
